SPID,COUNT,Calc Area,pArea,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
4511,28709,4.499298284,0.965514653,4.499298584,6.10352E-05,1.12979126,1.129730225,0.68453202,0.304018242,19652.22977
4512,28996,4.544277162,0.975166773,4.544277465,0,1.0184021,1.0184021,0.70049354,0.246774333,20311.51068
4513,29028,4.549292229,0.976242968,4.549292532,0,1.194885254,1.194885254,0.702586047,0.349408702,20394.66779
4514,29519,4.626242156,0.992755827,4.626242464,0,1.236053467,1.236053467,0.778400978,0.361204738,22977.61847
4515,29249,4.583927532,0.983675436,4.583927837,0,1.260742188,1.260742188,0.739532999,0.369016415,21630.60068
4516,29453,4.615898581,0.990536176,4.615898889,0,1.50302124,1.50302124,0.719189636,0.346595652,21182.29236
4517,29658,4.648026351,0.997430547,4.648026661,0.000152588,1.597473145,1.597320557,1.172287854,0.352147436,34767.71317
4518,29726,4.658683367,0.999717461,4.658683678,0.000976563,1.697845459,1.696868896,1.286166089,0.338398873,38232.57315
4519,29230,4.580949836,0.983036446,4.580950141,0,1.582458496,1.582458496,0.896078484,0.446497942,26192.37408
4520,29481,4.620286764,0.991477846,4.620287072,0,1.325927734,1.325927734,0.77077775,0.420176159,22723.29886
4521,28729,4.502432701,0.966187275,4.502433001,0,1.297424316,1.297424316,0.534273111,0.450237256,15349.1322
4522,27694,4.340226643,0.931379108,4.340226932,0,1.304412842,1.304412842,0.646712749,0.421932921,17910.06287
4523,29301,4.592077015,0.985424252,4.592077321,3.05176E-05,1.187255859,1.187225342,0.667343748,0.386013277,19553.83917
4524,29369,4.602734031,0.987711166,4.602734338,0,1.640716553,1.640716553,0.675955921,0.345909916,19852.14944
4525,29727,4.658840088,0.999751092,4.658840399,0,1.632232666,1.632232666,1.123336733,0.40534582,33393.43106
4526,29705,4.65539223,0.999011208,4.65539254,0.000488281,1.752197266,1.751708984,0.991616669,0.552192303,29455.97314
4527,29414,4.609786469,0.989224564,4.609786776,0,1.722442627,1.722442627,0.291838524,0.413217456,8584.138336
4528,29556,4.632040826,0.994000177,4.632041135,3.05176E-05,1.334960938,1.33493042,0.400825392,0.419302733,11846.79529
4529,29439,4.613704489,0.990065341,4.613704797,3.05176E-05,1.518554688,1.51852417,0.631180367,0.541504268,18581.31882
4530,29461,4.617152348,0.990805225,4.617152655,9.15527E-05,1.710571289,1.710479736,0.859233016,0.499663705,25313.86389
4531,29522,4.626712318,0.992856721,4.626712627,6.10352E-05,1.673950195,1.67388916,0.352476056,0.397774424,10405.79813
4532,28670,4.493186172,0.964203041,4.493186471,0,1.151611328,1.151611328,0.298058953,0.338677011,8545.350189
4533,29724,4.658369926,0.999650199,4.658370236,0.000488281,1.28918457,1.288696289,0.843554535,0.226252364,25073.815
4534,29731,4.659466972,0.999885616,4.659467282,0.000793457,1.201782227,1.20098877,0.880122075,0.245779391,26166.90942
4535,28891,4.527821475,0.97163551,4.527821777,0,1.287780762,1.287780762,0.736202881,0.329605236,21269.63742
4536,29172,4.571860028,0.981085843,4.571860333,9.15527E-05,1.123443604,1.123352051,0.558334414,0.342210544,16287.73154
4537,27873,4.368279671,0.937399071,4.368279962,0,1.15020752,1.15020752,0.602069896,0.33716851,16781.4942
4538,25361,3.974596948,0.8529178,3.974597213,0,1.165679932,1.165679932,0.717815003,0.295716297,18204.50629
4539,27172,4.25841837,0.913823685,4.258418653,0,1.058929443,1.058929443,0.6026423,0.265653143,16374.99658
4540,25260,3.958768144,0.849521061,3.958768408,0,1.431121826,1.431121826,0.655234556,0.251645537,16551.22488
4541,27874,4.368436392,0.937432702,4.368436683,0,1.594818115,1.594818115,1.165660849,0.348880535,32491.63049
4542,28743,4.504626792,0.96665811,4.504627092,0,1.629394531,1.629394531,1.260754217,0.292333995,36237.85846
4543,28757,4.506820884,0.967128945,4.506821184,0.000213623,1.502471924,1.502258301,0.843832686,0.338428153,24266.09656
4544,27399,4.293993998,0.921457939,4.293994284,0,1.307739258,1.307739258,0.763982948,0.329941207,20932.3688
4545,27225,4.266724574,0.915606132,4.266724858,0,1.208587646,1.208587646,0.792631337,0.296845262,21579.38815
4546,26728,4.188834322,0.898891485,4.188834601,0,1.216674805,1.216674805,0.824421343,0.249616353,22035.13367
4547,25546,4.003590302,0.85913955,4.003590568,0,1.110687256,1.110687256,0.562939779,0.335450944,14380.85959
4548,26500,4.153101973,0.891223599,4.153102249,0,1.002838135,1.002838135,0.549977836,0.282261239,14574.41266
4549,28120,4.406989716,0.945705948,4.406990009,0,0.951629639,0.951629639,0.606263887,0.208077245,17048.1405
4550,27074,4.243059729,0.910527839,4.243060011,0,1.033294678,1.033294678,0.512890425,0.289670731,13885.99536
4551,25967,4.069569771,0.873298234,4.069570042,0,1.080352783,1.080352783,0.585023718,0.292856081,15191.31088
4552,26744,4.191341855,0.899429583,4.191342134,0,1.104858398,1.104858398,0.642002071,0.275691534,17169.7034
4553,29122,4.564023987,0.979404289,4.564024291,0,1.150421143,1.150421143,0.752362675,0.285433036,21910.30582
4554,26784,4.197610688,0.900774826,4.197610968,0,1.19152832,1.19152832,0.670918074,0.348603541,17969.86969
4555,26938,4.221745696,0.905954012,4.221745977,0,1.180206299,1.180206299,0.634801174,0.376746943,17100.27402
4556,27006,4.232402712,0.908240925,4.232402994,0,1.195892334,1.195892334,0.37758436,0.388983364,10197.04321
4557,21063,3.301010824,0.708371422,3.301011044,0,1.028961182,1.028961182,0.090961869,0.210540724,1915.92984
4558,20471,3.208232094,0.688461823,3.208232307,0,1.418548584,1.418548584,0.046702403,0.093335149,956.0448914
4559,27973,4.383951754,0.940762179,4.383952046,0,1.6796875,1.6796875,0.936779525,0.59206876,26204.53366
4560,28879,4.525940825,0.971231937,4.525941127,3.05176E-05,1.666809082,1.666778564,1.189159366,0.483441517,34341.73334
4561,29257,4.585181299,0.983944485,4.585181604,0,1.653778076,1.653778076,1.190952314,0.499770639,34843.69186
4562,28742,4.504470072,0.966624479,4.504470372,9.15527E-05,1.655700684,1.655609131,1.212012689,0.444888258,34835.6687
4563,29465,4.617779231,0.990939749,4.617779539,0,1.667144775,1.667144775,0.809361904,0.478344672,23847.84851
4564,29435,4.613077606,0.989930817,4.613077913,3.05176E-05,1.315887451,1.315856934,0.599843463,0.423829675,17656.39233
4565,29735,4.660093855,1.000020141,4.660094165,0.001800537,1.412231445,1.410430908,0.879955866,0.295584757,26165.48767
4566,29701,4.654765347,0.998876684,4.654765657,6.10352E-05,1.53427124,1.534210205,0.948690133,0.32056074,28177.04565
4567,29647,4.646302422,0.997060606,4.646302731,3.05176E-05,1.228271484,1.228240967,0.768076284,0.335427834,22771.15759
4568,29609,4.64034703,0.995782625,4.64034734,0.00012207,1.220733643,1.220611572,0.668837804,0.379134942,19803.61853
4569,29691,4.653198138,0.998540373,4.653198448,0,1.614807129,1.614807129,0.897390461,0.549028394,26644.42017
4570,29676,4.650847326,0.998035907,4.650847636,0.000579834,1.748199463,1.747619629,0.939031849,0.639172347,27866.70914
4571,29643,4.645675539,0.996926081,4.645675848,0.000213623,1.707733154,1.707519531,0.603055319,0.474566737,17876.36884
4572,28955,4.537851608,0.973787899,4.53785191,0,1.161071777,1.161071777,0.552976389,0.407894283,16011.43134
4573,29162,4.57029282,0.980749532,4.570293124,0,1.296478271,1.296478271,0.670285448,0.467260585,19546.86423
4574,28701,4.498044518,0.965245605,4.498044817,3.05176E-05,1.237457275,1.237426758,0.736861146,0.446338489,21148.65176
4575,29425,4.611510398,0.989594506,4.611510705,0,1.410614014,1.410614014,0.690356815,0.394502037,20313.74927
4576,29039,4.551016158,0.976612909,4.551016461,0,1.125854492,1.125854492,0.610735113,0.403332975,17735.13693
4577,26300,4.121757807,0.884497383,4.121758081,0,1.217041016,1.217041016,0.511331545,0.455021587,13448.01962
4578,24142,3.783554257,0.811921514,3.78355451,0,1.29473877,1.29473877,0.491315003,0.439433713,11861.32681
4579,26292,4.12050404,0.884228335,4.120504315,0,1.346740723,1.346740723,0.757178949,0.329538786,19907.74893
4580,28467,4.461371844,0.957375932,4.461372141,0,1.201873779,1.201873779,0.760147067,0.331250862,21639.10657
4581,29376,4.603831077,0.987946583,4.603831384,0,1.197509766,1.197509766,0.790526224,0.309359725,23222.49835
4582,28291,4.433788978,0.951456862,4.433789273,0,1.230529785,1.230529785,0.820636003,0.283902385,23216.61316
4583,29146,4.567785287,0.980211435,4.567785591,3.05176E-05,1.664215088,1.66418457,1.104561949,0.403614658,32193.56256
4584,29150,4.56841217,0.980345959,4.568412474,0,1.815917969,1.815917969,1.239325536,0.425833903,36126.33939
4585,28673,4.493656334,0.964303934,4.493656634,0,1.658630371,1.658630371,0.843899259,0.460464744,24197.12344
4586,27256,4.271582919,0.916648695,4.271583204,0,1.30682373,1.30682373,0.687242307,0.461640274,18731.47632
4587,24151,3.784964745,0.812224194,3.784964997,0,1.345916748,1.345916748,0.450374302,0.459823602,10876.98978
4588,23909,3.747038304,0.804085473,3.747038554,0,1.26272583,1.26272583,0.392861996,0.369222869,9392.937469
4589,29199,4.57609149,0.981993882,4.576091795,0,1.477081299,1.477081299,0.595062859,0.372960468,17375.24042
4590,29293,4.590823248,0.985155204,4.590823554,3.05176E-05,1.636901855,1.636871338,0.781868437,0.370704371,22903.27213
4591,28928,4.533620146,0.97287986,4.533620448,0,1.417572021,1.417572021,0.577546853,0.497827482,16707.27536
4592,27751,4.34915973,0.933296079,4.34916002,0,1.37512207,1.37512207,0.49294407,0.507953926,13679.69089
4593,29281,4.588942598,0.984751631,4.588942904,0,1.392852783,1.392852783,0.202999237,0.318560561,5944.02066
4594,29551,4.631257222,0.993832022,4.631257531,0,1.26272583,1.26272583,0.229174638,0.28340325,6772.339722
4595,29588,4.637055893,0.995076372,4.637056202,0.000213623,1.162261963,1.16204834,0.334785976,0.354330953,9905.647461
4596,29642,4.645518818,0.99689245,4.645519127,6.10352E-05,1.480072021,1.480010986,0.655865816,0.384960981,19441.17453
1001,16999,2.461367993,0.528190519,2.461367817,0,0.371520996,0.371520996,0.049701925,0.045089644,844.8830261
1002,11701,1.694244773,0.363571814,1.694244651,0,0.625640869,0.625640869,0.04686596,0.0764309,548.3786011
1003,23117,3.347223007,0.718288148,3.347222768,0,0.852508545,0.852508545,0.32435136,0.270113289,7498.030396
1004,22888,3.314064982,0.711172692,3.314064745,0,0.834777832,0.834777832,0.326120509,0.234585275,7464.246216
1005,27544,3.988229896,0.855843264,3.988229611,0,0.8019104,0.8019104,0.370065075,0.256881722,10193.07242
1006,29001,4.199196022,0.901114962,4.199195722,0,0.883758545,0.883758545,0.390503173,0.279028255,11324.98251
1007,31932,4.623589785,0.992186578,4.623589455,9.15527E-05,1.216247559,1.216156006,0.584986871,0.316941118,18679.80075
1008,31492,4.559880043,0.978514961,4.559879717,0,1.292175293,1.292175293,0.661471469,0.356921538,20831.05951
1009,30471,4.41204448,0.946790593,4.412044165,0,1.189544678,1.189544678,0.631618865,0.306148982,19246.05844
1010,31164,4.512387325,0.968323391,4.512387003,0,1.095336914,1.095336914,0.567074566,0.327325741,17672.31177
1011,30590,4.42927507,0.950488144,4.429274753,0,0.991119385,0.991119385,0.389921204,0.303211164,11927.68964
1012,31456,4.554667427,0.977396374,4.554667102,6.10352E-05,1.423675537,1.423614502,0.472690753,0.324430505,14868.96033
1013,32070,4.643571477,0.996474495,4.643571145,0,1.523468018,1.523468018,0.983345118,0.432706264,31535.87793
1014,32041,4.639372426,0.995573411,4.639372095,0.001068115,1.541900635,1.54083252,1.15975966,0.329849149,37159.85925
1015,32002,4.633725426,0.994361608,4.633725095,0.007354736,1.539093018,1.531738281,0.861327245,0.306032431,27564.19449
1016,31985,4.631263913,0.993833387,4.631263582,0.000213623,1.112792969,1.112579346,0.696716874,0.202750343,22284.48923
1017,31496,4.560459222,0.978639248,4.560458896,0.000213623,0.979003906,0.978790283,0.563028448,0.264438026,17733.14401
1018,31553,4.56871253,0.980410344,4.568712203,6.10352E-05,0.991424561,0.991363525,0.493952182,0.284579581,15585.67319
1019,31351,4.539463966,0.974133829,4.539463641,0,1.127807617,1.127807617,0.353098574,0.287359321,11069.99341
1020,30375,4.398144173,0.943807695,4.398143859,0,0.943450928,0.943450928,0.11643682,0.179357948,3536.768402
1021,31371,4.542359863,0.974755266,4.542359539,0,1.170288086,1.170288086,0.375593524,0.37355703,11782.74445
1022,31590,4.57406994,0.981560003,4.574069613,0,1.203765869,1.203765869,0.573799815,0.396466218,18126.33615
1023,31773,4.600567401,0.987246153,4.600567072,6.10352E-05,1.184356689,1.184295654,0.488984104,0.378161266,15536.49194
1024,31003,4.489075351,0.963320822,4.48907503,0,1.429992676,1.429992676,0.559703875,0.397399297,17352.49924
1025,31499,4.560893607,0.978732464,4.560893281,0,1.499176025,1.499176025,0.868502533,0.495619376,27356.96127
1026,31262,4.526577222,0.971368433,4.526576899,0,1.434112549,1.434112549,0.920737942,0.437454044,28784.10953
1027,29737,4.305765046,0.923983849,4.305764738,0,1.301391602,1.301391602,0.455571136,0.404455721,13547.31888
1028,29018,4.201657534,0.901643183,4.201657234,0,0.904144287,0.904144287,0.200529108,0.271161103,5818.953644
1029,31106,4.503989223,0.966521223,4.503988901,0,1.096862793,1.096862793,0.317137272,0.333178083,9864.871979
1030,31549,4.56813335,0.980286057,4.568133024,0,1.111724854,1.111724854,0.433547791,0.326164593,13677.99927
1031,30091,4.35702243,0.934983287,4.357022118,0,1.144134521,1.144134521,0.39277382,0.370349825,11818.95703
1032,31011,4.49023371,0.963569397,4.490233389,0,1.058074951,1.058074951,0.531059475,0.358712134,16468.68536
1033,31487,4.559156068,0.978359601,4.559155742,0,0.948059082,0.948059082,0.539333072,0.276659723,16981.98044
1034,31386,4.544531786,0.975221344,4.544531462,0,1.078338623,1.078338623,0.524654232,0.331668261,16466.79773
1035,29702,4.300697225,0.922896334,4.300696918,0,1.271209717,1.271209717,0.655370489,0.389745806,19465.81427
1036,26336,3.813317693,0.818308459,3.813317421,0,1.278594971,1.278594971,0.254871319,0.365415912,6712.291046
1037,26503,3.837498437,0.82349746,3.837498162,0,0.935058594,0.935058594,0.118511527,0.160019678,3140.911011
1038,29617,4.288389662,0.920255226,4.288389355,0,1.096069336,1.096069336,0.397075078,0.312303663,11760.17258
1039,32100,4.647915323,0.99740665,4.647914991,0,1.116729736,1.116729736,0.638816776,0.284881398,20506.01852
1040,31894,4.61808758,0.991005848,4.61808725,0,1.106842041,1.106842041,0.600720537,0.309101515,19159.3808
1041,30236,4.378017686,0.939488707,4.378017373,0,1.117156982,1.117156982,0.400706957,0.314005951,12115.77554
1042,30665,4.440134685,0.952818534,4.440134368,0,1.049621582,1.049621582,0.375180368,0.335310474,11504.90598
1043,30045,4.350361866,0.933553982,4.350361555,0,1.248413086,1.248413086,0.508505794,0.390972087,15278.05658
1044,30193,4.371791507,0.938152617,4.371791194,0,1.048553467,1.048553467,0.298952006,0.349648285,9026.257904
1045,28752,4.163142099,0.893378069,4.163141802,0,0.989471436,0.989471436,0.123811366,0.188435297,3559.824402
1046,30049,4.350941045,0.933678269,4.350940734,0,1.377655029,1.377655029,0.437925282,0.354191753,13159.2168
1047,31689,4.588404632,0.984636117,4.588404304,0,1.590637207,1.590637207,1.018359639,0.363172877,32270.79861
1048,32060,4.642123529,0.996163776,4.642123197,0,1.609436035,1.609436035,1.03539804,0.417171049,33194.86118
1049,29704,4.300986815,0.922958478,4.300986508,0,1.603607178,1.603607178,0.486985284,0.454992695,14465.41089
1050,26726,3.869787693,0.830426484,3.869787416,0,1.207061768,1.207061768,0.209282363,0.312366347,5593.280426
1051,29568,4.281294713,0.918732705,4.281294407,0,1.006164551,1.006164551,0.366270598,0.333056105,10829.88904
1052,29436,4.26218179,0.91463122,4.262181485,0,0.968811035,0.968811035,0.51615262,0.287629777,15193.46854
1053,31676,4.586522299,0.984232183,4.586521971,0.000244141,1.279296875,1.279052734,0.573325597,0.251308596,18160.66162
1054,31677,4.586667093,0.984263254,4.586666766,0,1.316345215,1.316345215,0.607583167,0.3098702,19246.41199
1055,29591,4.284624995,0.919447358,4.284624689,0,1.182159424,1.182159424,0.56289618,0.385322889,16656.66086
1056,29660,4.294615841,0.921591316,4.294615534,0,1.054290771,1.054290771,0.371644116,0.340887317,11022.96448
1057,29026,4.202815893,0.901891758,4.202815593,0,1.015838623,1.015838623,0.476508764,0.332349937,13831.14337
1058,31165,4.51253212,0.968354463,4.512531798,0,1.098724365,1.098724365,0.605153747,0.322214816,18859.61652
1059,24138,3.495058569,0.750012515,3.49505832,0,1.134094238,1.134094238,0.394447648,0.321372227,9521.177338
1060,26387,3.820702232,0.819893124,3.820701959,0,1.103027344,1.103027344,0.383693791,0.317967472,10124.52808
1061,27956,4.047885383,0.86864487,4.047885093,0,1.312988281,1.312988281,0.467422621,0.387670791,13067.26678
1062,29282,4.23988338,0.909846154,4.239883077,0,1.3253479,1.3253479,0.560718352,0.395108276,16418.95477
1063,30456,4.409872557,0.946324515,4.409872242,0,1.20791626,1.20791626,0.734764018,0.327974548,22377.97293
1064,30944,4.480532454,0.961487582,4.480532134,0,1.168182373,1.168182373,0.711036899,0.295592401,22002.32581
1065,26674,3.862258359,0.828810748,3.862258083,0,1.475158691,1.475158691,0.820329455,0.338066158,21881.4679
1066,27235,3.943488281,0.84624206,3.943488,0,1.580322266,1.580322266,0.729997315,0.499673448,19881.47687
1067,22989,3.328689264,0.71431095,3.328689026,0,1.401031494,1.401031494,0.285605864,0.273484687,6565.793213
1068,24769,3.586424132,0.769618858,3.586423876,0,1.465087891,1.465087891,0.425129154,0.39199595,10530.02402
1069,30965,4.483573146,0.962140091,4.483572826,0,1.50479126,1.50479126,0.956574265,0.367037442,29620.32211
1070,31142,4.509201838,0.96763981,4.509201516,0,1.449310303,1.449310303,1.01761365,0.300754157,31690.52429
1071,25274,3.659545542,0.785310146,3.65954528,0,1.222747803,1.222747803,0.451757651,0.415820293,11417.72287
1072,25463,3.686911772,0.791182727,3.686911508,0,1.048675537,1.048675537,0.365982125,0.366541787,9319.002838
1073,20157,2.918630192,0.626315447,2.918629984,0,0.832336426,0.832336426,0.167781587,0.246047381,3381.97345
1074,24335,3.523583159,0.756133671,3.523582907,0,0.437652588,0.437652588,0.028048885,0.038056489,682.5696106
1075,22383,3.240943573,0.695481404,3.240943341,0,0.643554688,0.643554688,0.057012501,0.092949017,1276.110809
1076,27480,3.978963025,0.853854665,3.97896274,0,0.836853027,0.836853027,0.097753231,0.169363327,2686.258789
1077,22869,3.31131388,0.710582327,3.311313643,0,0.899383545,0.899383545,0.124617933,0.177853704,2849.887512
1078,23720,3.434534314,0.737024478,3.434534068,0,1.205993652,1.205993652,0.317277357,0.368776278,7525.818909
1079,26683,3.863561513,0.829090394,3.863561237,0,1.068481445,1.068481445,0.373129143,0.313402576,9956.204926
1080,24809,3.592215927,0.770861732,3.59221567,0,1.1043396,1.1043396,0.259907967,0.287107522,6448.056763
1081,24853,3.598586901,0.772228894,3.598586644,0,0.983673096,0.983673096,0.169391248,0.185767161,4209.880676
1082,27334,3.957822974,0.849318174,3.957822691,0,1.025939941,1.025939941,0.247949555,0.291429441,6777.453125
1083,27528,3.985913178,0.855346114,3.985912893,0,0.977508545,0.977508545,0.289543407,0.301042951,7970.550903
1084,29505,4.272172636,0.916775178,4.272172331,0,1.128387451,1.128387451,0.438249641,0.392829648,12930.55566
1085,29360,4.25117738,0.912269759,4.251177076,0,1.249053955,1.249053955,0.571176536,0.41065672,16769.7431
1086,30407,4.402777609,0.944801994,4.402777294,0,1.321136475,1.321136475,0.692896666,0.368451208,21068.90894
1087,31534,4.565961427,0.979819979,4.565961101,0,1.093719482,1.093719482,0.677729863,0.20844618,21371.53351
1088,29685,4.298235713,0.922368113,4.298235405,0,0.977233887,0.977233887,0.561778878,0.24265531,16676.40601
1089,25734,3.726151182,0.799603201,3.726150915,0,1.087463379,1.087463379,0.564960002,0.241185918,14538.68069
1090,27344,3.959270922,0.849628893,3.959270639,0,1.16229248,1.16229248,0.612171009,0.321112552,16739.20407
1091,15240,2.206673817,0.47353512,2.206673659,0,0.962371826,0.962371826,0.44884055,0.317067641,6840.329987
1092,14985,2.169751125,0.465611796,2.16975097,0,1.018432617,1.018432617,0.487780141,0.331476658,7309.385406
1093,21153,3.062845883,0.657263018,3.062845664,0,0.936157227,0.936157227,0.459365501,0.278601056,9716.958435
1094,22607,3.273377624,0.7024415,3.27337739,0,0.868438721,0.868438721,0.283989787,0.304722728,6420.157104
1095,22266,3.224002573,0.691845996,3.224002343,0,0.99017334,0.99017334,0.173602268,0.234238547,3865.428101
1096,28464,4.121441177,0.884429374,4.121440882,0,0.995361328,0.995361328,0.122470259,0.222586329,3485.993439
1101,32142,4.653996708,0.998711669,4.653996375,0.000244141,0.798065186,0.797821045,0.165714091,0.08739773,5326.382324
1102,30505,4.416967506,0.947847037,4.41696719,0,0.806274414,0.806274414,0.174969994,0.172975826,5337.459656
1103,31672,4.585943119,0.984107895,4.585942791,0,0.839752197,0.839752197,0.163368194,0.165839163,5174.197449
1104,31920,4.621852247,0.991813716,4.621851917,0,0.292663574,0.292663574,0.1082535,0.040183266,3455.451721
1105,31136,4.508333069,0.967453379,4.508332747,0,0.653930664,0.653930664,0.201692696,0.156604981,6279.903778
1106,30930,4.478505326,0.961052576,4.478505006,0,0.760314941,0.760314941,0.260368162,0.206092951,8053.187256
1107,28866,4.179648714,0.896920261,4.179648416,0,0.854125977,0.854125977,0.190650377,0.197084009,5503.313782
1108,30916,4.476478198,0.96061757,4.476477878,3.05176E-05,1.171051025,1.171020508,0.311332344,0.266089386,9625.150757
1109,30119,4.361076686,0.935853299,4.361076375,3.05176E-05,1.455444336,1.455413818,0.823952824,0.361195931,24816.6351
1110,31775,4.600856991,0.987308297,4.600856662,0,1.45413208,1.45413208,0.897830523,0.357793284,28528.56488
1111,29594,4.28505938,0.919540574,4.285059073,0,1.301269531,1.301269531,0.426891499,0.326977012,12633.42703
1112,28277,4.094364536,0.878618936,4.094364243,0,0.870422363,0.870422363,0.317526796,0.291278125,8978.7052
1113,29446,4.263629739,0.914941939,4.263629434,0,0.843383789,0.843383789,0.146611581,0.172979111,4317.124603
1114,25613,3.708631002,0.795843506,3.708630737,0,0.958831787,0.958831787,0.175065087,0.252332054,4483.942078
1115,30135,4.363393404,0.936350449,4.363393092,0,0.977813721,0.977813721,0.300323792,0.337390641,9050.257477
1116,30421,4.404804737,0.945237,4.404804422,0,0.947662354,0.947662354,0.292865485,0.321020414,8909.260925
1117,28421,4.115214997,0.883093284,4.115214703,0,1.098236084,1.098236084,0.210242991,0.310891227,5975.31604
1118,27193,3.937406897,0.844937042,3.937406616,0,1.08807373,1.08807373,0.301962878,0.334365261,8211.27655
1119,30901,4.474306274,0.960151492,4.474305955,0,0.959228516,0.959228516,0.37191049,0.28305398,11492.40604
1120,30053,4.351520225,0.933802557,4.351519914,0,0.8777771,0.8777771,0.322292785,0.285444965,9685.865082
1121,31988,4.631698298,0.993926602,4.631697967,0,1.024871826,1.024871826,0.603912948,0.317608275,19317.96738
1122,32166,4.657471785,0.999457393,4.657471452,6.10352E-05,1.012878418,1.012817383,0.691835998,0.262760134,22253.59671
1123,29379,4.253928482,0.912860124,4.253928178,0,1.011688232,1.011688232,0.45249501,0.303504175,13293.85089
1124,31308,4.533237786,0.972797739,4.533237463,9.15527E-05,1.005218506,1.005126953,0.414400107,0.26153343,12974.03854
1125,31266,4.527156402,0.971492721,4.527156078,3.05176E-05,1.062713623,1.062683105,0.471623192,0.336737555,14745.77072
1126,31815,4.606648786,0.988551171,4.606648456,0,1.071685791,1.071685791,0.465761449,0.330162322,14818.2005
1127,29954,4.337185533,0.930726443,4.337185223,0,1.072723389,1.072723389,0.161927816,0.271091487,4850.385803
1128,30585,4.428551096,0.950332785,4.428550779,0,1.352813721,1.352813721,0.189782993,0.313878125,5804.512848
1129,32181,4.659643708,0.999923471,4.659643375,0.000244141,1.539550781,1.539306641,0.838195748,0.440348209,26973.97736
1130,32180,4.659498913,0.999892399,4.65949858,0.000335693,1.467071533,1.46673584,0.883021961,0.443119007,28415.6467
1131,32183,4.659933298,0.999985615,4.659932965,0.000396729,1.465759277,1.465362549,0.616927754,0.415354611,19854.58591
1132,32181,4.659643708,0.999923471,4.659643375,0.001159668,1.200134277,1.198974609,0.647333907,0.354977039,20831.85245
1133,30447,4.408569404,0.946044869,4.408569088,0,1.094207764,1.094207764,0.399531683,0.400156602,12164.54114
1134,30003,4.344280481,0.932248964,4.344280171,0,1.16796875,1.16796875,0.122496852,0.236572316,3675.273041
1135,29135,4.218598534,0.905278591,4.218598233,0,1.017486572,1.017486572,0.359392366,0.320889661,10470.89658
1136,26261,3.802458078,0.81597807,3.802457806,0,0.874420166,0.874420166,0.182067805,0.252052519,4781.282623
1137,25393,3.676776131,0.789007697,3.676775868,0,0.894927979,0.894927979,0.140539119,0.241676084,3568.709839
1138,23197,3.358806597,0.720773896,3.358806357,0,0.863586426,0.863586426,0.234289598,0.291217503,5434.815796
1139,27093,3.92292741,0.841829856,3.92292713,0,1.01940918,1.01940918,0.453231563,0.292696217,12279.40274
1140,27733,4.015596127,0.861715845,4.01559584,0,1.020965576,1.020965576,0.517524716,0.303153108,14352.51294
1141,23888,3.458859852,0.74224455,3.458859605,0,1.001617432,1.001617432,0.515575891,0.329015609,12316.07687
1142,19518,2.826106271,0.60646053,2.826106069,0,0.986480713,0.986480713,0.43462189,0.338577346,8482.950043
1143,21358,3.092528831,0.663632749,3.09252861,0,0.996856689,0.996856689,0.418093895,0.355119436,8929.649414
1144,16897,2.446598917,0.525021189,2.446598742,0,0.966094971,0.966094971,0.417908566,0.338476647,7061.401031
1145,20649,2.989869268,0.641602801,2.989869055,0,1.028961182,1.028961182,0.351463704,0.336463034,7257.374023
1146,18908,2.7377814,0.587506696,2.737781204,0,0.970184326,0.970184326,0.183709573,0.25940721,3473.580597
1147,18245,2.641782401,0.566906054,2.641782212,0,0.840667725,0.840667725,0.130804037,0.215870785,2386.519653
1148,24166,3.499112826,0.750882527,3.499112576,0,0.912200928,0.912200928,0.357600021,0.330848071,8641.762115
1149,29657,4.294181456,0.921498101,4.294181149,0,0.962860107,0.962860107,0.517041483,0.331813251,15333.89926
1150,30314,4.389311686,0.941912312,4.389311372,0,0.968170166,0.968170166,0.516166267,0.32690504,15647.06421
1151,28720,4.158508663,0.89238377,4.158508366,0,1.035247803,1.035247803,0.507326786,0.354088548,14570.42529
1152,30028,4.347900353,0.93302576,4.347900042,0,1.079589844,1.079589844,0.446845287,0.324244706,13417.87027
1153,32104,4.648494503,0.997530938,4.648494171,0,1.107666016,1.107666016,0.558019194,0.369647136,17914.64819
1154,31758,4.598395478,0.986780075,4.598395149,0,1.077453613,1.077453613,0.601887864,0.362746635,19114.75479
1155,28832,4.174725689,0.895863818,4.17472539,0,0.996398926,0.996398926,0.208576145,0.316295118,6013.667419
1156,27288,3.95116241,0.847888868,3.951162127,0,0.893371582,0.893371582,0.09963954,0.202921844,2718.963776
1157,22773,3.297413572,0.707599428,3.297413336,0,0.955230713,0.955230713,0.18605662,0.286643051,4237.067413
1158,26165,3.788557771,0.812995172,3.7885575,0,0.995666504,0.995666504,0.413762908,0.353580044,10826.10648
1159,29073,4.209621252,0.903352136,4.209620951,0,1.015380859,1.015380859,0.4515474,0.317707483,13127.83755
1160,25293,3.662296644,0.785900511,3.662296382,0,0.901977539,0.901977539,0.425957231,0.244535158,10773.73624
1161,22188,3.212708573,0.689422391,3.212708343,0,0.950256348,0.950256348,0.418193119,0.274397506,9278.868927
1162,24414,3.535021953,0.758588348,3.535021701,0,1.228240967,1.228240967,0.38363058,0.343839882,9365.95697
1163,28875,4.180951868,0.897199908,4.180951569,0,1.407745361,1.407745361,0.788556392,0.471809867,22769.56583
